typos,word,suggest,check
FALSE,aoa,aha,FALSE
FALSE,structur,structure,FALSE
FALSE,tri,tree,FALSE
FALSE,unk,ink,FALSE
FALSE,revi,rive,FALSE
FALSE,airfram,mainframe,FALSE
TRUE,feel,feel,TRUE
TRUE,new,new,TRUE
TRUE,detect,detect,TRUE
TRUE,descend,descend,TRUE
TRUE,rock,rock,TRUE
FALSE,experienc,experience,FALSE
TRUE,robin,robin,TRUE
TRUE,broke,broke,TRUE
FALSE,someth,so meth,FALSE
FALSE,fld,fl,FALSE
TRUE,start,start,TRUE
TRUE,obvious,obvious,TRUE
FALSE,rptd,rapt,FALSE
TRUE,met,met,TRUE
TRUE,even,even,TRUE
TRUE,elect,elect,TRUE
TRUE,send,send,TRUE
TRUE,tree,tree,TRUE
FALSE,mdw,mew,FALSE
TRUE,viz,viz,TRUE
TRUE,transport,transport,TRUE
TRUE,staff,staff,TRUE
FALSE,massport,passport,FALSE
FALSE,jetblu,bluet,FALSE
TRUE,seem,seem,TRUE
TRUE,level,level,TRUE
FALSE,associ,assoc,FALSE
FALSE,passeng,passing,FALSE
TRUE,est,est,TRUE
TRUE,snow,snow,TRUE
FALSE,leav,veal,FALSE
FALSE,obsvd,observed,FALSE
TRUE,gray,gray,TRUE
TRUE,toward,toward,TRUE
TRUE,overnight,overnight,TRUE
TRUE,scene,scene,TRUE
TRUE,knot,knot,TRUE
FALSE,kmem,km em,FALSE
TRUE,zone,zone,TRUE
TRUE,sea,sea,TRUE
FALSE,facil,fail,FALSE
TRUE,gut,gut,TRUE
FALSE,usg,us,FALSE
FALSE,helicopt,helicopter,FALSE
FALSE,subsequ,subsequent,FALSE
TRUE,attempt,attempt,TRUE
FALSE,phl,fl,FALSE
FALSE,airborn,airborne,FALSE
FALSE,ryl,rye,FALSE
TRUE,medic,medic,TRUE
TRUE,stall,stall,TRUE
FALSE,cfr,cf,FALSE
TRUE,lip,lip,TRUE
TRUE,blast,blast,TRUE
FALSE,slc,sec,FALSE
FALSE,updat,update,FALSE
FALSE,pdt,PDT,TRUE
FALSE,frwd,fwd,FALSE
FALSE,mani,main,FALSE
TRUE,bar,bar,TRUE
TRUE,liftoff,liftoff,TRUE
TRUE,herring,herring,TRUE
TRUE,remnant,remnant,TRUE
FALSE,manag,manga,FALSE
FALSE,ownerop,owner op,FALSE
FALSE,freetail,free tail,FALSE
TRUE,less,less,TRUE
TRUE,earlier,earlier,TRUE
FALSE,airplan,airplane,FALSE
TRUE,reach,reach,TRUE
TRUE,cut,cut,TRUE
TRUE,total,total,TRUE
TRUE,instruct,instruct,TRUE
TRUE,inc,inc,TRUE
TRUE,burn,burn,TRUE
FALSE,immatur,immature,FALSE
FALSE,kjfk,JFK,FALSE
TRUE,review,review,TRUE
TRUE,color,color,TRUE
TRUE,mgr,mgr,TRUE
FALSE,precaut,precast,FALSE
FALSE,dmgd,DMD,FALSE
FALSE,assembl,assemble,FALSE
FALSE,passerin,passer in,FALSE
FALSE,mia,MIA,TRUE
TRUE,blue,blue,TRUE
TRUE,spinner,spinner,TRUE
FALSE,hospit,ho spit,FALSE
FALSE,fulli,full,FALSE
FALSE,phx,phi,FALSE
TRUE,got,got,TRUE
FALSE,oclock,clock,FALSE
TRUE,board,board,TRUE
FALSE,relea,re lea,FALSE
TRUE,fill,fill,TRUE
TRUE,scatter,scatter,TRUE
TRUE,falcon,falcon,TRUE
FALSE,onlin,online,FALSE
FALSE,dca,dc,FALSE
FALSE,middl,middle,FALSE
FALSE,grnd,grind,FALSE
FALSE,acn,can,FALSE
TRUE,mid,mid,TRUE
FALSE,rsw,raw,FALSE
FALSE,whmp,whip,FALSE
TRUE,reopen,reopen,TRUE
FALSE,lhs,ls,FALSE
FALSE,roc,orc,FALSE
FALSE,prec,rec,FALSE
TRUE,site,site,TRUE
FALSE,unplan,plan,FALSE
FALSE,decid,diced,FALSE
FALSE,edgelin,gelling,FALSE
TRUE,endeavor,endeavor,TRUE
TRUE,wash,wash,TRUE
TRUE,blow,blow,TRUE
FALSE,advisori,advisor,FALSE
TRUE,question,question,TRUE
FALSE,sdf,sf,FALSE
TRUE,midpoint,midpoint,TRUE
FALSE,coupl,coup,FALSE
FALSE,ringbil,ribbing,FALSE
FALSE,relat,relay,FALSE
TRUE,specialist,specialist,TRUE
TRUE,plan,plan,TRUE
FALSE,teb,bet,FALSE
TRUE,pad,pad,TRUE
TRUE,water,water,TRUE
TRUE,deck,deck,TRUE
FALSE,edv,ed,FALSE
FALSE,mayb,may,FALSE
TRUE,help,help,TRUE
TRUE,boot,boot,TRUE
FALSE,reqd,red,FALSE
FALSE,kbos,boss,FALSE
FALSE,ksfo,folksy,FALSE
TRUE,alpha,alpha,TRUE
FALSE,bounc,bounce,FALSE
FALSE,frequenc,frequency,FALSE
TRUE,pull,pull,TRUE
FALSE,retpd,retread,FALSE
TRUE,consist,consist,TRUE
FALSE,belli,bell,FALSE
TRUE,echo,echo,TRUE
FALSE,daytim,daytime,FALSE
TRUE,oil,oil,TRUE
TRUE,wrote,wrote,TRUE
TRUE,move,move,TRUE
TRUE,pylon,pylon,TRUE
FALSE,lodg,log,FALSE
TRUE,bravo,bravo,TRUE
FALSE,mexican,Mexican,TRUE
TRUE,warbler,warbler,TRUE
TRUE,bank,bank,TRUE
TRUE,male,male,TRUE
TRUE,antenna,antenna,TRUE
TRUE,comment,comment,TRUE
TRUE,pavement,pavement,TRUE
TRUE,pop,pop,TRUE
TRUE,seat,seat,TRUE
TRUE,book,book,TRUE
TRUE,complex,complex,TRUE
TRUE,week,week,TRUE
FALSE,hous,hos,FALSE
TRUE,bypass,bypass,TRUE
FALSE,iah,ah,FALSE
FALSE,turtl,turtle,FALSE
TRUE,ash,ash,TRUE
TRUE,rear,rear,TRUE
TRUE,attach,attach,TRUE
FALSE,cvg,cg,FALSE
FALSE,vfr,fr,FALSE
TRUE,heron,heron,TRUE
FALSE,fbo,fob,FALSE
TRUE,char,char,TRUE
FALSE,arfld,barfly,FALSE
FALSE,stl,st,FALSE
FALSE,crui,crew,FALSE
FALSE,coordin,coordinator,FALSE
TRUE,technician,technician,TRUE
FALSE,vertic,vertices,FALSE
FALSE,tracon,traction,FALSE
TRUE,track,track,TRUE
FALSE,aoc,soc,FALSE
TRUE,five,five,TRUE
FALSE,entir,inter,FALSE
TRUE,metal,metal,TRUE
TRUE,extend,extend,TRUE
TRUE,want,want,TRUE
TRUE,retract,retract,TRUE
TRUE,major,major,TRUE
FALSE,logbk,log bk,FALSE
TRUE,therefor,therefor,TRUE
TRUE,person,person,TRUE
TRUE,action,action,TRUE
FALSE,unusu,unusual,FALSE
FALSE,bwi,bi,FALSE
FALSE,mem,men,FALSE
TRUE,afternoon,afternoon,TRUE
TRUE,aircrew,aircrew,TRUE
TRUE,kit,kit,TRUE
FALSE,increa,increase,FALSE
TRUE,flash,flash,TRUE
TRUE,rest,rest,TRUE
TRUE,most,most,TRUE
FALSE,kmco,km co,FALSE
TRUE,beyond,beyond,TRUE
TRUE,email,email,TRUE
FALSE,mco,mo,FALSE
TRUE,stand,stand,TRUE
TRUE,station,station,TRUE
TRUE,underneath,underneath,TRUE
FALSE,rsa,rs,FALSE
TRUE,wingtip,wingtip,TRUE
FALSE,adver,aver,FALSE
TRUE,year,year,TRUE
TRUE,minim,minim,TRUE
FALSE,diamet,diameter,FALSE
FALSE,len,Len,TRUE
TRUE,ear,ear,TRUE
FALSE,grackl,grackle,FALSE
FALSE,rwys,rays,FALSE
FALSE,institut,institute,FALSE
FALSE,discoveri,discover,FALSE
TRUE,great,great,TRUE
TRUE,fog,fog,TRUE
TRUE,destroy,destroy,TRUE
FALSE,edt,EDT,TRUE
TRUE,enough,enough,TRUE
FALSE,pdx,pd,FALSE
TRUE,adult,adult,TRUE
TRUE,lot,lot,TRUE
TRUE,relay,relay,TRUE
TRUE,length,length,TRUE
FALSE,appch,apps,FALSE
FALSE,guid,good,FALSE
TRUE,golden,golden,TRUE
TRUE,whitehead,whitehead,TRUE
TRUE,began,began,TRUE
TRUE,buzzard,buzzard,TRUE
FALSE,ksmf,mks,FALSE
TRUE,lab,lab,TRUE
FALSE,msp,map,FALSE
FALSE,republ,republic,FALSE
FALSE,heavi,heave,FALSE
TRUE,old,old,TRUE
FALSE,notif,motif,FALSE
FALSE,amer,mare,FALSE
FALSE,revenu,revenue,FALSE
FALSE,kmci,MCI,FALSE
TRUE,equip,equip,TRUE
TRUE,order,order,TRUE
TRUE,yellow,yellow,TRUE
TRUE,hangar,hangar,TRUE
TRUE,pend,pend,TRUE
TRUE,wait,wait,TRUE
TRUE,shutdown,shutdown,TRUE
FALSE,iad,aid,FALSE
TRUE,lake,lake,TRUE
TRUE,nighthawk,nighthawk,TRUE
FALSE,potenti,potent,FALSE
FALSE,skywest,sky west,FALSE
TRUE,train,train,TRUE
TRUE,frame,frame,TRUE
TRUE,swift,swift,TRUE
TRUE,discard,discard,TRUE
FALSE,cattl,cattle,FALSE
TRUE,wide,wide,TRUE
TRUE,assess,assess,TRUE
TRUE,shift,shift,TRUE
FALSE,winglet,wiglet,FALSE
FALSE,mech,mete,FALSE
TRUE,sit,sit,TRUE
FALSE,properti,property,FALSE
TRUE,screen,screen,TRUE
TRUE,shatter,shatter,TRUE
TRUE,switch,switch,TRUE
TRUE,inner,inner,TRUE
FALSE,fedex,fed ex,FALSE
FALSE,kstl,stalk,FALSE
FALSE,passerinesongbird,NA,FALSE
TRUE,cooler,cooler,TRUE
TRUE,torn,torn,TRUE
FALSE,dtw,dew,FALSE
FALSE,unidentifi,unidentified,FALSE
FALSE,deic,deice,FALSE
FALSE,unreptd,unreported,FALSE
TRUE,foxtrot,foxtrot,TRUE
TRUE,crane,crane,TRUE
TRUE,block,block,TRUE
TRUE,except,except,TRUE
FALSE,manu,many,FALSE
FALSE,outbd,outbid,FALSE
TRUE,sight,sight,TRUE
FALSE,fll,fl,FALSE
TRUE,apart,apart,TRUE
FALSE,san,San,TRUE
FALSE,aliv,alive,FALSE
TRUE,patient,patient,TRUE
TRUE,big,big,TRUE
TRUE,can,can,TRUE
FALSE,qxe,exec,FALSE
TRUE,smith,smith,TRUE
FALSE,describ,describe,FALSE
TRUE,avg,avg,TRUE
TRUE,adj,adj,TRUE
FALSE,viabl,vial,FALSE
TRUE,write,write,TRUE
FALSE,disper,diaper,FALSE
TRUE,thrust,thrust,TRUE
FALSE,vib,bib,FALSE
FALSE,airsp,airs,FALSE
FALSE,examin,examine,FALSE
FALSE,ifr,fir,FALSE
TRUE,wipe,wipe,TRUE
FALSE,stator,stater,FALSE
TRUE,wit,wit,TRUE
TRUE,gone,gone,TRUE
TRUE,awe,awe,TRUE
TRUE,envoy,envoy,TRUE
FALSE,las,leis,FALSE
TRUE,far,far,TRUE
TRUE,trauma,trauma,TRUE
FALSE,hal,Hal,TRUE
FALSE,resum,serum,FALSE
TRUE,stab,stab,TRUE
FALSE,boroscop,horoscope,FALSE
FALSE,reduc,educ,FALSE
FALSE,circl,circle,FALSE
TRUE,vector,vector,TRUE
FALSE,ksat,sat,FALSE
TRUE,eyebrow,eyebrow,TRUE
FALSE,pacif,pacify,FALSE
TRUE,mention,mention,TRUE
TRUE,kind,kind,TRUE
FALSE,rescu,rescue,FALSE
FALSE,smf,sf,FALSE
TRUE,micro,micro,TRUE
TRUE,exhaust,exhaust,TRUE
FALSE,idl,isl,FALSE
TRUE,good,good,TRUE
FALSE,averag,average,FALSE
FALSE,kmia,umiak,FALSE
TRUE,aim,aim,TRUE
TRUE,dist,dist,TRUE
FALSE,rdu,rd,FALSE
TRUE,must,must,TRUE
TRUE,patrol,patrol,TRUE
TRUE,tell,tell,TRUE
TRUE,temp,temp,TRUE
TRUE,tag,tag,TRUE
FALSE,wss,was,FALSE
TRUE,elev,elev,TRUE
FALSE,secur,secure,FALSE
FALSE,khou,thou,FALSE
TRUE,late,late,TRUE
FALSE,inspct,inspect,FALSE
TRUE,scratch,scratch,TRUE
FALSE,penetr,penetrate,FALSE
TRUE,group,group,TRUE
TRUE,recent,recent,TRUE
TRUE,bald,bald,TRUE
FALSE,cour,coir,FALSE
TRUE,month,month,TRUE
FALSE,somewh,somewhat,FALSE
FALSE,canopi,canopy,FALSE
TRUE,hotel,hotel,TRUE
TRUE,sheet,sheet,TRUE
FALSE,aus,as,FALSE
TRUE,northern,northern,TRUE
FALSE,fft,ff,FALSE
FALSE,wasnt,wast,FALSE
FALSE,rever,ever,FALSE
FALSE,awi,aw,FALSE
TRUE,static,static,TRUE
TRUE,fix,fix,TRUE
FALSE,counti,count,FALSE
FALSE,boe,bu,FALSE
TRUE,gather,gather,TRUE
FALSE,unconf,unconfined,FALSE
TRUE,deflect,deflect,TRUE
FALSE,practic,practice,FALSE
FALSE,exten,extent,FALSE
TRUE,tank,tank,TRUE
FALSE,pressur,pressure,FALSE
TRUE,test,test,TRUE
TRUE,gave,gave,TRUE
TRUE,although,although,TRUE
TRUE,caught,caught,TRUE
FALSE,repli,reply,FALSE
TRUE,chip,chip,TRUE
TRUE,radio,radio,TRUE
TRUE,smoke,smoke,TRUE
FALSE,kphl,kohl,FALSE
TRUE,current,current,TRUE
FALSE,precip,precis,FALSE
TRUE,golf,golf,TRUE
FALSE,nondamag,magnon,FALSE
TRUE,chin,chin,TRUE
TRUE,osprey,osprey,TRUE
FALSE,alaska,Alaska,TRUE
FALSE,taxii,taxi,FALSE
TRUE,hard,hard,TRUE
TRUE,written,written,TRUE
TRUE,member,member,TRUE
TRUE,sat,sat,TRUE
TRUE,talk,talk,TRUE
FALSE,kaus,auks,FALSE
FALSE,correl,sorrel,FALSE
FALSE,maneuv,maneuver,FALSE
FALSE,pictur,picture,FALSE
TRUE,flown,flown,TRUE
TRUE,push,push,TRUE
TRUE,list,list,TRUE
TRUE,incorrect,incorrect,TRUE
TRUE,labor,labor,TRUE
TRUE,similar,similar,TRUE
FALSE,hse,she,FALSE
TRUE,neither,neither,TRUE
TRUE,exterior,exterior,TRUE
TRUE,rough,rough,TRUE
TRUE,infield,infield,TRUE
FALSE,recal,real,FALSE
TRUE,read,read,TRUE
FALSE,kbna,kana,FALSE
FALSE,cpz,cps,FALSE
TRUE,glass,glass,TRUE
FALSE,enrt,rent,FALSE
TRUE,employ,employ,TRUE
TRUE,box,box,TRUE
TRUE,halfway,halfway,TRUE
FALSE,ksdf,KS,FALSE
FALSE,doa,DOA,TRUE
FALSE,bloodi,blood,FALSE
TRUE,bay,bay,TRUE
FALSE,serv,derv,FALSE
TRUE,speak,speak,TRUE
TRUE,ahead,ahead,TRUE
FALSE,eva,ave,FALSE
TRUE,bump,bump,TRUE
TRUE,attend,attend,TRUE
TRUE,dive,dive,TRUE
TRUE,river,river,TRUE
FALSE,bubbl,bubble,FALSE
FALSE,aml,am,FALSE
FALSE,degr,deg,FALSE
TRUE,trace,trace,TRUE
TRUE,dome,dome,TRUE
FALSE,vor,cor,FALSE
FALSE,flightawar,straightaway,FALSE
TRUE,yet,yet,TRUE
TRUE,surround,surround,TRUE
TRUE,drop,drop,TRUE
FALSE,dont,font,FALSE
TRUE,concern,concern,TRUE
TRUE,rib,rib,TRUE
TRUE,midway,midway,TRUE
TRUE,await,await,TRUE
TRUE,much,much,TRUE
FALSE,kphx,kph,FALSE
FALSE,remaind,remains,FALSE
FALSE,discrep,disc rep,FALSE
FALSE,repr,rep,FALSE
FALSE,klit,kilt,FALSE
TRUE,postmark,postmark,TRUE
FALSE,damg,dang,FALSE
TRUE,view,view,TRUE
TRUE,suffer,suffer,TRUE
TRUE,tow,tow,TRUE
FALSE,mutil,multi,FALSE
FALSE,inpsn,snips,FALSE
FALSE,kiah,kith,FALSE
TRUE,student,student,TRUE
TRUE,slow,slow,TRUE
FALSE,kmsp,km,FALSE
FALSE,turbin,turbine,FALSE
FALSE,khpn,khan,FALSE
FALSE,fenc,fen,FALSE
TRUE,mail,mail,TRUE
FALSE,kiad,kid,FALSE
TRUE,bunt,bunt,TRUE
TRUE,search,search,TRUE
FALSE,famili,family,FALSE
TRUE,quick,quick,TRUE
TRUE,pack,pack,TRUE
TRUE,spirit,spirit,TRUE
TRUE,duct,duct,TRUE
FALSE,tpa,tap,FALSE
FALSE,’,e,FALSE
FALSE,evalu,value,FALSE
FALSE,pst,PST,TRUE
FALSE,bos,beaus,FALSE
TRUE,meet,meet,TRUE
TRUE,incur,incur,TRUE
FALSE,ntsb,lints,FALSE
TRUE,eye,eye,TRUE
FALSE,kdca,DMCA,FALSE
TRUE,give,give,TRUE
TRUE,almost,almost,TRUE
FALSE,ckd,ck,FALSE
TRUE,starboard,starboard,TRUE
FALSE,execut,execute,FALSE
TRUE,support,support,TRUE
TRUE,object,object,TRUE
TRUE,oak,oak,TRUE
TRUE,access,access,TRUE
TRUE,lite,lite,TRUE
TRUE,bad,bad,TRUE
TRUE,chimney,chimney,TRUE
TRUE,six,six,TRUE
FALSE,eja,ea,FALSE
FALSE,lft,flt,FALSE
FALSE,specifi,specif,FALSE
TRUE,etc,etc,TRUE
TRUE,carrier,carrier,TRUE
TRUE,subject,subject,TRUE
TRUE,vert,vert,TRUE
FALSE,nosewheel,nose wheel,FALSE
FALSE,polic,police,FALSE
FALSE,decapit,decapitate,FALSE
FALSE,mci,MCI,TRUE
TRUE,transfer,transfer,TRUE
TRUE,distinguish,distinguish,TRUE
FALSE,punctur,puncture,FALSE
TRUE,ind,ind,TRUE
FALSE,intl,int,FALSE
TRUE,sky,sky,TRUE
TRUE,haze,haze,TRUE
TRUE,proper,proper,TRUE
FALSE,stike,stoke,FALSE
FALSE,clsd,clad,FALSE
TRUE,waterfowl,waterfowl,TRUE
FALSE,goaround,go around,FALSE
TRUE,lbs,lbs,TRUE
TRUE,ring,ring,TRUE
TRUE,dog,dog,TRUE
FALSE,acoust,ac oust,FALSE
FALSE,necessari,necessary,FALSE
FALSE,handl,hand,FALSE
TRUE,third,third,TRUE
FALSE,kbwi,kiwi,FALSE
TRUE,though,though,TRUE
TRUE,truck,truck,TRUE
TRUE,finch,finch,TRUE
FALSE,egf,eff,FALSE
FALSE,midfld,midfield,FALSE
TRUE,cleanup,cleanup,TRUE
FALSE,peregrin,peregrine,FALSE
FALSE,hawaiian,Hawaiian,TRUE
TRUE,spec,spec,TRUE
FALSE,writeup,write up,FALSE
FALSE,databa,database,FALSE
FALSE,cago,ago,FALSE
TRUE,flow,flow,TRUE
FALSE,knowledg,knowledge,FALSE
FALSE,krsw,SWAK,FALSE
FALSE,reqstd,request,FALSE
FALSE,dme,me,FALSE
FALSE,mtx,mt,FALSE
TRUE,name,name,TRUE
FALSE,redw,red,FALSE
FALSE,flts,flt,FALSE
TRUE,physic,physic,TRUE
FALSE,kia,KIA,TRUE
TRUE,pair,pair,TRUE
TRUE,followup,followup,TRUE
FALSE,bna,ban,FALSE
FALSE,compart,compare,FALSE
TRUE,laugh,laugh,TRUE
FALSE,kpit,kit,FALSE
FALSE,extern,ex tern,FALSE
FALSE,recoveri,recover,FALSE
FALSE,klas,kolas,FALSE
TRUE,neck,neck,TRUE
FALSE,failur,failure,FALSE
TRUE,rep,rep,TRUE
TRUE,specimen,specimen,TRUE
FALSE,hou,ho,FALSE
TRUE,allow,allow,TRUE
TRUE,road,road,TRUE
FALSE,forc,for,FALSE
TRUE,island,island,TRUE
FALSE,emb,em,FALSE
FALSE,tcf,cf,FALSE
FALSE,ndn,non,FALSE
TRUE,strong,strong,TRUE
FALSE,grey,Grey,TRUE
FALSE,cycl,cycle,FALSE
TRUE,download,download,TRUE
FALSE,procedur,procedure,FALSE
FALSE,deplan,deplane,FALSE
TRUE,cargo,cargo,TRUE
FALSE,noseradom,nonrandom,FALSE
TRUE,upwind,upwind,TRUE
TRUE,airway,airway,TRUE
FALSE,clearview,clear view,FALSE
TRUE,pelican,pelican,TRUE
TRUE,whether,whether,TRUE
TRUE,thorough,thorough,TRUE
TRUE,matter,matter,TRUE
TRUE,guess,guess,TRUE
TRUE,begin,begin,TRUE
FALSE,agnt,ant,FALSE
FALSE,oct,cot,FALSE
FALSE,pre,per,FALSE
FALSE,hydraul,hydraulic,FALSE
TRUE,gulf,gulf,TRUE
FALSE,zulu,Zulu,TRUE
TRUE,bit,bit,TRUE
FALSE,kcle,kale,FALSE
TRUE,refer,refer,TRUE
TRUE,face,face,TRUE
FALSE,afd,fad,FALSE
FALSE,kdal,dale,FALSE
TRUE,kilo,kilo,TRUE
FALSE,fluctuat,fluctuate,FALSE
FALSE,realiz,realize,FALSE
TRUE,ice,ice,TRUE
TRUE,spatter,spatter,TRUE
FALSE,cano,can,FALSE
TRUE,swab,swab,TRUE
FALSE,abtd,abed,FALSE
TRUE,accomplish,accomplish,TRUE
TRUE,save,save,TRUE
FALSE,flycatch,fly catch,FALSE
FALSE,hnl,NHL,FALSE
FALSE,sometim,sometime,FALSE
TRUE,corp,corp,TRUE
FALSE,kmdw,km,FALSE
FALSE,savannah,Savannah,TRUE
TRUE,certain,certain,TRUE
FALSE,clearanc,clearance,FALSE
TRUE,split,split,TRUE
FALSE,mtc,mt,FALSE
TRUE,home,home,TRUE
FALSE,sjc,sec,FALSE
FALSE,cessna,Cessna,TRUE
FALSE,addtl,addle,FALSE
FALSE,passeriform,patisserie,FALSE
FALSE,utc,UTC,TRUE
TRUE,strip,strip,TRUE
TRUE,travel,travel,TRUE
FALSE,flg,fl,FALSE
FALSE,jax,ax,FALSE
TRUE,wake,wake,TRUE
FALSE,perimet,perimeter,FALSE
TRUE,martin,martin,TRUE
FALSE,delamin,melamine,FALSE
FALSE,cle,cl,FALSE
FALSE,kpvd,KP,FALSE
TRUE,splat,splat,TRUE
TRUE,gas,gas,TRUE
TRUE,instructor,instructor,TRUE
TRUE,mess,mess,TRUE
FALSE,ofcr,croft,FALSE
TRUE,spar,spar,TRUE
TRUE,paperwork,paperwork,TRUE
FALSE,atlanta,Atlanta,TRUE
TRUE,brought,brought,TRUE
FALSE,aprt,part,FALSE
TRUE,nick,nick,TRUE
FALSE,denver,Denver,TRUE
FALSE,intrsn,intrinsic,FALSE
FALSE,avm,av,FALSE
FALSE,aer,ear,FALSE
FALSE,vrd,rd,FALSE
FALSE,configur,configure,FALSE
TRUE,brief,brief,TRUE
FALSE,windhsld,windshield,FALSE
TRUE,liner,liner,TRUE
FALSE,kdtw,twink,FALSE
FALSE,phnl,phenol,FALSE
FALSE,nosecon,nosecone,FALSE
TRUE,fail,fail,TRUE
TRUE,fiberglass,fiberglass,TRUE
FALSE,moder,mode,FALSE
TRUE,moment,moment,TRUE
TRUE,other,other,TRUE
TRUE,cowbird,cowbird,TRUE
FALSE,vis,bis,FALSE
FALSE,lgr,lg,FALSE
TRUE,fall,fall,TRUE
FALSE,ksjc,JCS,FALSE
FALSE,gjs,gs,FALSE
TRUE,wound,wound,TRUE
FALSE,directori,director,FALSE
TRUE,tax,tax,TRUE
TRUE,fell,fell,TRUE
TRUE,tat,tat,TRUE
TRUE,blend,blend,TRUE
FALSE,gos,hos,FALSE
FALSE,kfll,kill,FALSE
FALSE,juliet,Juliet,TRUE
FALSE,roxi,xerox,FALSE
TRUE,ship,ship,TRUE
TRUE,now,now,TRUE
TRUE,sensor,sensor,TRUE
TRUE,heat,heat,TRUE
FALSE,ksan,sank,FALSE
FALSE,msn,man,FALSE
FALSE,lof,fol,FALSE
FALSE,obscur,obscure,FALSE
TRUE,yard,yard,TRUE
FALSE,communic,communicant,FALSE
TRUE,knew,knew,TRUE
FALSE,mlg,ml,FALSE
TRUE,green,green,TRUE
TRUE,jackrabbit,jackrabbit,TRUE
FALSE,midpt,midst,FALSE
TRUE,break,break,TRUE
TRUE,leak,leak,TRUE
FALSE,rcvd,RC,FALSE
TRUE,crush,crush,TRUE
TRUE,spread,spread,TRUE
TRUE,raptor,raptor,TRUE
TRUE,zebra,zebra,TRUE
FALSE,snowi,snow,FALSE
TRUE,team,team,TRUE
FALSE,synopsi,synopsis,FALSE
FALSE,becam,beam,FALSE
TRUE,throughout,throughout,TRUE
